1	17
3	7
12	7
19	41
27	23
29	19
33	17
35	55
40	79
50	25
53	76
54	152
105	15
110	44
114	20
122	24
140	45
142	7
160	35
177	12
178	61
179	10
195	16
215	86
224	36
235	6
236	44
251	24
266	24
267	56
283	32
303	86
314	74
320	17
337	9
352	13
401	13
426	94
431	86
440	50
473	23
485	62
512	74
519	13
521	95
524	7
525	16
528	95
541	64
564	72
577	16
590	80
591	11
596	59
602	49
626	26
641	53
658	33
670	32
671	132
683	19
700	10
704	80
717	39
732	60
737	8
743	26
744	7
753	71
758	33
763	101
770	48
773	21
784	22
794	15
827	43
829	53
831	75
835	138
852	15
853	90
858	16
863	63
877	30
883	70
892	16
903	19
918	7
956	11
969	61
971	61
972	97
980	59
989	36
991	88
997	16
1011	28
1016	23
1022	27
1023	59
1028	81
1032	67
1039	77
1042	13
1069	18
1082	106
1089	11
1090	137
1091	50
1100	41
1112	192
1122	22
1131	36
1134	82
1139	54
1143	31
1152	44
1154	27
1161	13
1162	153
1171	13
1174	23
1177	56
1182	73
1185	18
1205	50
1213	31
1263	37
1264	27
1267	35
1269	70
1272	92
1273	6
1278	8
1280	105
1285	21
1311	135
1312	139
1325	29
1326	43
1329	21
1349	18
1353	106
1357	46
1358	84
1360	18
1364	41
1365	57
1367	84
1368	144
1377	9
1380	23
1382	107
1383	10
1392	151
1401	166
1403	73
1406	10
1407	11
1409	23
1413	80
1417	49
1419	153
1429	22
1433	33
1441	73
1457	28
1471	84
1486	65
1491	153
1493	42
1494	75
1496	45
1513	19
1524	55
1526	11
1534	22
1536	58
1549	67
1569	9
1576	36
1608	13
1619	34
1624	145
1635	14
1640	54
1652	15
1660	18
1663	8
1686	19
1687	230
1689	20
1692	49
1713	13
1729	21
1748	138
1758	19
1762	35
1764	140
1769	63
1771	153
1775	127
1788	10
1790	23
1807	19
1812	71
1821	86
1824	41
1838	8
1859	19
1863	18
1867	36
1871	38
1875	92
1879	96
1880	27
1885	37
1903	20
1906	23
1921	28
1928	100
1929	166
1940	10
1941	100
1957	54
1958	12
1963	16
1969	64
1973	77
1979	90
1985	6
1999	54
2006	43
2020	87
2021	26
2029	84
2032	11
2035	7
2048	47
2060	36
2077	204
2101	81
2111	57
2130	16
2142	54
2144	33
2152	32
2162	93
2181	56
2182	29
2189	13
2207	21
2210	21
2216	40
2240	6
2255	95
2257	85
2262	34
2276	50
2277	146
2279	56
2280	10
2295	214
2300	71
2301	49
2304	14
2313	138
2316	81
2326	128
2331	9
2364	161
2368	102
2372	23
2378	29
2390	25
2391	106
2399	109
2415	13
2418	59
2443	97
2448	72
2471	38
2479	22
2481	27
2497	21
2498	54
2519	34
2533	35
2537	47
2541	9
2547	97
2563	46
2564	38
2566	114
2567	13
2571	39
2584	53
2592	46
2614	28
2624	27
2638	49
2646	144
2647	11
2653	52
2657	48
2659	101
2671	10
2673	27
2682	102
2684	41
2692	21
2698	30
2703	57
2706	22
2707	63
2712	40
2716	74
2723	57
2728	223
2734	40
2746	31
2756	89
2759	206
2761	83
2766	9
2775	10
2778	43
2780	31
2787	35
2824	45
2826	56
2827	91
2842	40
2847	13
2866	52
2878	65
2885	6
2889	67
2904	23
2907	35
2910	93
2913	80
2914	29
2926	193
2932	79
2934	7
2947	145
2948	24
2951	26
2954	61
2959	15
2971	31
2977	7
2979	53
2990	50
2998	52
3000	48
3023	61
3025	46
3029	33
3030	89
3065	30
3067	95
3083	239
3088	55
3096	11
3113	16
3120	68
3123	50
3124	25
3133	71
3141	39
3147	82
3163	50
3170	51
3195	49
3201	23
3202	193
3203	69
3211	134
3231	96
3241	26
3250	70
3255	9
3257	26
3262	75
3265	7
3274	59
3279	47
3291	55
3294	86
3295	33
3315	105
3320	24
3321	77
3322	109
3340	14
3344	125
3345	190
3347	35
3360	99
3367	47
3376	45
3379	41
3382	56
3390	13
3391	49
3413	27
3425	66
3432	93
3447	20
3454	7
3501	21
3516	25
3528	12
3533	21
3568	66
3570	59
3580	40
3597	29
3599	52
3611	49
3624	44
3630	78
3636	60
3646	63
3648	77
3669	68
3674	119
3684	131
3700	56
3715	15
3724	104
3734	11
3769	71
3775	25
3782	92
3795	90
3806	25
3825	9
3836	60
3842	55
3858	114
3866	16
3868	52
3874	28
3886	115
3887	89
3892	101
3896	17
3905	16
3918	75
3927	144
3929	93
3932	47
3942	106
3948	49
3949	23
3954	83
3955	25
3959	7
3978	50
3983	103
3987	80
3989	12
4013	24
4019	94
4031	144
4032	61
4045	233
4050	9
4052	101
4056	67
4081	73
4099	122
4116	61
4120	76
4128	10
4130	12
4135	7
4139	16
4140	148
4148	68
4157	70
4168	17
4197	27
4199	42
4201	21
4205	8
4206	34
4208	34
4210	71
4233	65
4238	71
4263	57
4265	62
4272	25
4276	67
4283	38
4313	19
4317	33
4322	18
4324	18
4336	170
4339	65
4371	91
4374	147
4384	128
4389	17
4399	92
4416	18
4417	102
4423	142
4424	6
4429	50
4435	9
4437	92
4453	10
4458	7
4481	124
4488	98
4495	62
4497	10
4505	45
4512	17
4515	62
4521	17
4527	47
4539	55
4550	34
4555	7
4560	47
4562	107
4563	14
4574	37
4579	10
4583	92
4584	58
4587	51
4601	135
4603	19
4626	70
4627	87
4630	19
4631	16
4649	19
4652	13
4654	90
4664	167
4665	43
4688	24
4697	99
4712	24
4714	71
4716	20
4717	45
4724	22
4730	8
4739	32
4748	99
4749	94
4758	80
4768	118
4776	19
4784	66
4790	11
4824	135
4839	41
4843	16
4856	79
4870	34
4874	58
4879	106
4885	53
4897	15
4908	80
4918	38
4920	114
4926	225
4927	48
4953	69
4973	95
4989	247
4991	193
4993	21
5022	49
5039	96
5045	145
5060	72
5061	19
5064	200
5084	44
5087	7
5094	53
5098	26
5108	66
5116	129
5143	30
5161	30
5163	142
5164	37
5170	82
5179	74
5181	31
5192	48
5204	11
5232	36
5233	52
5234	127
5239	65
5248	16
5258	218
5262	49
5263	16
5272	21
5283	160
5291	13
5299	14
5313	38
5316	233
5324	113
5329	55
5357	176
5359	82
5363	12
5374	42
5377	14
5383	55
5396	9
5413	172
5416	106
5424	67
5449	29
5453	18
5458	104
5465	208
5474	38
5482	54
5486	245
5503	102
5506	10
5514	16
5537	37
5542	70
5546	7
5547	149
5570	49
5574	111
5589	118
5594	44
5595	7
5601	110
5613	27
5619	119
5634	24
5641	25
5642	200
5647	27
5652	18
5660	38
5670	154
5674	92
5680	40
5692	25
5698	7
5727	23
5729	13
5732	14
5737	8
5743	39
5757	86
5762	34
5771	15
5782	19
5790	8
5792	9
5796	84
5810	49
5830	24
5843	59
5850	24
5855	15
5857	29
5859	34
5869	113
5871	91
5872	15
5884	10
5888	74
5894	49
5899	55
5911	106
5916	105
5922	13
5924	166
5933	152
5943	25
5965	188
5972	111
5977	43
5986	29
6000	27
6014	49
6033	48
6047	54
6112	34
6120	219
6121	160
6135	19
6137	43
6155	182
6166	13
6180	35
6183	67
6217	46
6219	43
6221	60
6245	196
6273	106
6285	98
6288	65
6302	144
6311	15
6325	8
6327	8
6332	9
6333	77
6335	85
6341	26
6344	47
6352	56
6355	90
6358	74
6361	18
6366	32
6367	92
6373	167
6385	8
6397	74
6408	122
6425	22
6433	83
6434	47
6444	7
6446	84
6454	36
6455	30
6465	66
6506	20
6509	11
6515	10
6530	6
6549	94
6576	19
6580	41
6581	7
6582	50
6594	159
6601	20
6611	45
6622	85
6630	11
6631	157
6636	27
6637	20
6640	23
6658	25
6664	7
6669	28
6673	149
6678	61
6682	160
6690	57
6696	62
6702	77
6705	59
6706	91
6707	20
6709	73
6718	143
6719	89
6729	24
6740	47
6746	81
6751	14
6759	39
6763	51
6766	30
6769	44
6790	108
6800	43
6809	9
6811	133
6823	87
6835	194
6839	18
6845	11
6848	138
6862	29
6872	8
6881	91
6896	28
6897	15
6906	111
6915	68
6928	92
6941	19
6961	64
6974	21
6990	215
6999	142
7003	101
7012	49
7013	53
7016	77
7017	35
7018	21
7044	6
7054	11
7055	11
7064	9
7065	40
7077	75
7085	32
7100	47
7105	13
7107	6
7126	106
7136	72
7152	9
7161	15
7166	13
7168	23
7181	6
7199	191
7211	47
7222	8
7252	31
7260	83
7264	43
7268	56
7271	76
7274	17
7283	61
7302	62
7308	23
7317	106
7325	44
7326	11
7331	78
7340	10
